tract_fips_2020,Tract_fips_2022,tract_name,town_name,town_fips_2020,town_fips_2022,county_name,county_fips_2020,ce_name_2022,ce_fips_2022,2010zip5,PUMA2020code,PUMA2020name,school_district_code,school_district_name
9009345202,9140345202,3452.02,Naugatuck,900949950,914049950,New Haven,9009,Naugatuck Valley Planning Region,9140,6770,20603,Naugatuck Valley South,88,Naugatuck
9009347100,9140347100,3471,Prospect,900962290,914062290,New Haven,9009,Naugatuck Valley Planning Region,9140,6712,20602,Naugatuck Valley North,216,Region 16
9009347200,9140347200,3472,Prospect,900962290,914062290,New Haven,9009,Naugatuck Valley Planning Region,9140,6712,20602,Naugatuck Valley North,216,Region 16
9009352200,9140352200,3522,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6704,20601,Waterbury Town,151,Waterbury
9009352500,9140352500,3525,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6704,20601,Waterbury Town,151,Waterbury
9009352600,9140352600,3526,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6705,20601,Waterbury Town,151,Waterbury
9009352100,9140352100,3521,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6708,20601,Waterbury Town,151,Waterbury
9015907200,9150907200,9072,Plainfield,901559980,915059980,Windham,9015,Northeastern Connecticut Planning Region,9150,6354,20204,Northeastern Planning Region & Stafford Town,109,Plainfield
9003460204,9110460204,4602.04,Farmington,900327600,911027600,Hartford,9003,Capitol Planning Region,9110,6032,20208,Capitol West,52,Farmington
9003410101,9160410101,4101.01,Burlington,900310100,916010100,Hartford,9003,Northwest Hills Planning Region,9160,6013,20100,Northwest Hills,210,Region 10
9003410102,9160410102,4101.02,Burlington,900310100,916010100,Hartford,9003,Northwest Hills Planning Region,9160,6013,20100,Northwest Hills,210,Region 10
9003524501,9110524501,5245.01,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6106,20201,Hartford Town,64,Hartford
9005320200,9160320200,3202,Winchester,900586440,916086440,Litchfield,9005,Northwest Hills Planning Region,9160,6098,20100,Northwest Hills,162,Winchester
9005266100,9160266100,2661,Kent,900540290,916040290,Litchfield,9005,Northwest Hills Planning Region,9160,6757,20100,Northwest Hills,201,Region 1
9005298400,9160298400,2984,Harwinton,900537280,916037280,Litchfield,9005,Northwest Hills Planning Region,9160,6791,20100,Northwest Hills,210,Region 10
9005342100,9140342100,3421,Bethlehem,900504930,914004930,Litchfield,9005,Naugatuck Valley Planning Region,9140,6751,20602,Naugatuck Valley North,214,Region 14
9005310602,9160310602,3106.02,Torrington,900576570,916076570,Litchfield,9005,Northwest Hills Planning Region,9160,6790,20100,Northwest Hills,143,Torrington
9005250100,9190250100,2501,Bridgewater,900508210,919008210,Litchfield,9005,Western Connecticut Planning Region,9190,6752,20804,Western North,212,Region 12
9005265100,9160265100,2651,Warren,900579510,916079510,Litchfield,9005,Northwest Hills Planning Region,9160,6754,20100,Northwest Hills,206,Region 6
9005253100,9190253100,2531,New Milford,900552630,919052630,Litchfield,9005,Western Connecticut Planning Region,9190,6776,20804,Western North,96,New Milford
9009345400,9140345400,3454,Naugatuck,900949950,914049950,New Haven,9009,Naugatuck Valley Planning Region,9140,6770,20603,Naugatuck Valley South,88,Naugatuck
9009346101,9140346101,3461.01,Oxford,900958300,914058300,New Haven,9009,Naugatuck Valley Planning Region,9140,6478,20603,Naugatuck Valley South,108,Oxford
9009352400,9140352400,3524,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6704,20601,Waterbury Town,151,Waterbury
9009186200,9170186200,1862,North Branford,900953890,917053890,New Haven,9009,South Central Connecticut Planning Region,9170,6472,20504,South Central East,99,North Branford
9009170500,9170170500,1705,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6451,20503,South Central North,80,Meriden
9009361200,9140361200,3612,Wolcott,900987560,914087560,New Haven,9009,Naugatuck Valley Planning Region,9140,6716,20602,Naugatuck Valley North,166,Wolcott
9009351602,9140351602,3516.02,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6708,20601,Waterbury Town,151,Waterbury
9009352000,9140352000,3520,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6708,20601,Waterbury Town,151,Waterbury
9009167201,9170167201,1672.01,North Haven,900954870,917054870,New Haven,9009,South Central Connecticut Planning Region,9170,6473,20504,South Central East,101,North Haven
9009186100,9170186100,1861,North Branford,900953890,917053890,New Haven,9009,South Central Connecticut Planning Region,9170,6471,20504,South Central East,99,North Branford
9009170900,9170170900,1709,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6451,20503,South Central North,80,Meriden
9009142000,9170142000,1420,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009343300,9140343300,3433,Cheshire,900914160,914014160,New Haven,9009,Naugatuck Valley Planning Region,9140,6410,20602,Naugatuck Valley North,25,Cheshire
9009184300,9170184300,1843,Branford,900907310,917007310,New Haven,9009,South Central Connecticut Planning Region,9170,6405,20504,South Central East,14,Branford
9009151200,9170151200,1512,Milford,900947535,917047535,New Haven,9009,South Central Connecticut Planning Region,9170,6460,20502,South Central West,84,Milford
9009176000,9170176000,1760,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
9009167202,9170167202,1672.02,North Haven,900954870,917054870,New Haven,9009,South Central Connecticut Planning Region,9170,6473,20504,South Central East,101,North Haven
9009155000,9170155000,1550,West Haven,900982870,917082870,New Haven,9009,South Central Connecticut Planning Region,9170,6516,20502,South Central West,156,West Haven
9009351900,9140351900,3519,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6708,20601,Waterbury Town,151,Waterbury
9009125200,9140125200,1252,Ansonia,900901220,914001220,New Haven,9009,Naugatuck Valley Planning Region,9140,6401,20603,Naugatuck Valley South,2,Ansonia
9009184200,9170184200,1842,Branford,900907310,917007310,New Haven,9009,South Central Connecticut Planning Region,9170,6405,20504,South Central East,14,Branford
9009190100,9170190100,1901,Guilford,900934950,917034950,New Haven,9009,South Central Connecticut Planning Region,9170,6437,20504,South Central East,60,Guilford
9005310803,9160310803,3108.03,Torrington,900576570,916076570,Litchfield,9005,Northwest Hills Planning Region,9160,6790,20100,Northwest Hills,143,Torrington
9005310804,9160310804,3108.04,Torrington,900576570,916076570,Litchfield,9005,Northwest Hills Planning Region,9160,6790,20100,Northwest Hills,143,Torrington
9009140900,9170140900,1409,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009190200,9170190200,1902,Guilford,900934950,917034950,New Haven,9009,South Central Connecticut Planning Region,9170,6437,20504,South Central East,60,Guilford
9009175800,9170175800,1758,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
9009344100,9140344100,3441,Middlebury,900946940,914046940,New Haven,9009,Naugatuck Valley Planning Region,9140,6762,20602,Naugatuck Valley North,215,Region 15
9009343101,9140343101,3431.01,Cheshire,900914160,914014160,New Haven,9009,Naugatuck Valley Planning Region,9140,6410,20602,Naugatuck Valley North,25,Cheshire
9009160100,9170160100,1601,Woodbridge,900987700,917087700,New Haven,9009,South Central Connecticut Planning Region,9170,6525,20502,South Central West,205,Region 5
9009351700,9140351700,3517,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6708,20601,Waterbury Town,151,Waterbury
9009151100,9170151100,1511,Milford,900947535,917047535,New Haven,9009,South Central Connecticut Planning Region,9170,6460,20502,South Central West,84,Milford
9009348111,9140348111,3481.11,Southbury,900969640,914069640,New Haven,9009,Naugatuck Valley Planning Region,9140,6488,20603,Naugatuck Valley South,215,Region 15
9009343400,9140343400,3434,Cheshire,900914160,914014160,New Haven,9009,Naugatuck Valley Planning Region,9140,6410,20602,Naugatuck Valley North,25,Cheshire
9009150900,9170150900,1509,Milford,900947535,917047535,New Haven,9009,South Central Connecticut Planning Region,9170,6460,20502,South Central West,84,Milford
9009170100,9170170100,1701,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009157400,9170157400,1574,Orange,900957600,917057600,New Haven,9009,South Central Connecticut Planning Region,9170,6477,20502,South Central West,205,Region 5
9009157100,9170157100,1571,Orange,900957600,917057600,New Haven,9009,South Central Connecticut Planning Region,9170,6477,20502,South Central West,205,Region 5
9009361100,9140361100,3611,Wolcott,900987560,914087560,New Haven,9009,Naugatuck Valley Planning Region,9140,6716,20602,Naugatuck Valley North,166,Wolcott
9009345201,9140345201,3452.01,Naugatuck,900949950,914049950,New Haven,9009,Naugatuck Valley Planning Region,9140,6770,20603,Naugatuck Valley South,88,Naugatuck
9009142800,9170142800,1428,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6512,20501,New Haven Town,93,New Haven
9009190302,9170190302,1903.02,Guilford,900934950,917034950,New Haven,9009,South Central Connecticut Planning Region,9170,6437,20504,South Central East,60,Guilford
9005262100,9160262100,2621,Sharon,900567960,916067960,Litchfield,9005,Northwest Hills Planning Region,9160,6069,20100,Northwest Hills,201,Region 1
9005310300,9160310300,3103,Torrington,900576570,916076570,Litchfield,9005,Northwest Hills Planning Region,9160,6790,20100,Northwest Hills,143,Torrington
9005310801,9160310801,3108.01,Torrington,900576570,916076570,Litchfield,9005,Northwest Hills Planning Region,9160,6790,20100,Northwest Hills,143,Torrington
9005360200,9140360200,3602,Watertown,900580490,914080490,Litchfield,9005,Naugatuck Valley Planning Region,9140,6795,20602,Naugatuck Valley North,153,Watertown
9005425400,9140425400,4254,Plymouth,900560750,914060750,Litchfield,9005,Naugatuck Valley Planning Region,9140,6786,20602,Naugatuck Valley North,111,Plymouth
9005425500,9140425500,4255,Plymouth,900560750,914060750,Litchfield,9005,Naugatuck Valley Planning Region,9140,6786,20602,Naugatuck Valley North,111,Plymouth
9005260200,9160260200,2602,North Canaan,900554030,916054030,Litchfield,9005,Northwest Hills Planning Region,9160,6018,20100,Northwest Hills,201,Region 1
9005267100,9160267100,2671,Washington,900579720,916079720,Litchfield,9005,Northwest Hills Planning Region,9160,6794,20100,Northwest Hills,212,Region 12
9005298300,9160298300,2983,Harwinton,900537280,916037280,Litchfield,9005,Northwest Hills Planning Region,9160,6791,20100,Northwest Hills,210,Region 10
9005310700,9160310700,3107,Torrington,900576570,916076570,Litchfield,9005,Northwest Hills Planning Region,9160,6790,20100,Northwest Hills,143,Torrington
9005360300,9140360300,3603,Watertown,900580490,914080490,Litchfield,9005,Naugatuck Valley Planning Region,9140,6779,20602,Naugatuck Valley North,153,Watertown
9009171100,9170171100,1711,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009175400,9170175400,1754,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
9009190301,9170190301,1903.01,Guilford,900934950,917034950,New Haven,9009,South Central Connecticut Planning Region,9170,6437,20504,South Central East,60,Guilford
9009194201,9170194201,1942.01,Madison,900944560,917044560,New Haven,9009,South Central Connecticut Planning Region,9170,6443,20504,South Central East,76,Madison
9009343102,9140343102,3431.02,Cheshire,900914160,914014160,New Haven,9009,Naugatuck Valley Planning Region,9140,6410,20602,Naugatuck Valley North,25,Cheshire
9009344200,9140344200,3442,Middlebury,900946940,914046940,New Haven,9009,Naugatuck Valley Planning Region,9140,6762,20602,Naugatuck Valley North,215,Region 15
9009352300,9140352300,3523,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6704,20601,Waterbury Town,151,Waterbury
9009154700,9170154700,1547,West Haven,900982870,917082870,New Haven,9009,South Central Connecticut Planning Region,9170,6516,20502,South Central West,156,West Haven
9009160200,9170160200,1602,Woodbridge,900987700,917087700,New Haven,9009,South Central Connecticut Planning Region,9170,6525,20502,South Central West,205,Region 5
9009345300,9140345300,3453,Naugatuck,900949950,914049950,New Haven,9009,Naugatuck Valley Planning Region,9140,6770,20603,Naugatuck Valley South,88,Naugatuck
9009141200,9170141200,1412,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6515,20501,New Haven Town,93,New Haven
9005425601,9160425601,4256.01,Norfolk,900553470,916053470,Litchfield,9005,Northwest Hills Planning Region,9160,6058,20100,Northwest Hills,207,Region 7
9005320101,9160320101,3201.01,Winchester,900586440,916086440,Litchfield,9005,Northwest Hills Planning Region,9160,6098,20100,Northwest Hills,162,Winchester
9005320102,9160320102,3201.02,Winchester,900586440,916086440,Litchfield,9005,Northwest Hills Planning Region,9160,6098,20100,Northwest Hills,162,Winchester
9005425700,9190425700,4257,New Milford,900552630,919052630,Litchfield,9005,Western Connecticut Planning Region,9190,6776,20804,Western North,96,New Milford
9005425602,9160425602,4256.02,Canaan,900510940,916010940,Litchfield,9005,Northwest Hills Planning Region,9160,6031,20100,Northwest Hills,201,Region 1
9005360400,9140360400,3604,Watertown,900580490,914080490,Litchfield,9005,Naugatuck Valley Planning Region,9140,6779,20602,Naugatuck Valley North,153,Watertown
9001043800,9190043800,438,Norwalk,900156060,919056060,Fairfield,9001,Western Connecticut Planning Region,9190,6854,20803,Norwalk & Westport Towns,103,Norwalk
9001061100,9120061100,611,Fairfield,900126620,912026620,Fairfield,9001,Greater Bridgeport Planning Region,9120,6825,20702,Bridgeport Suburban,51,Fairfield
9009170600,9170170600,1706,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6451,20503,South Central North,80,Meriden
9009170700,9170170700,1707,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6451,20503,South Central North,80,Meriden
9009170800,9170170800,1708,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6451,20503,South Central North,80,Meriden
9009171000,9170171000,1710,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9001061300,9120061300,613,Fairfield,900126620,912026620,Fairfield,9001,Greater Bridgeport Planning Region,9120,6825,20702,Bridgeport Suburban,51,Fairfield
9009165600,9170165600,1656,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6514,20503,South Central North,62,Hamden
9009165700,9170165700,1657,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6514,20503,South Central North,62,Hamden
9009165801,9170165801,1658.01,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6514,20503,South Central North,62,Hamden
9009165802,9170165802,1658.02,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6514,20503,South Central North,62,Hamden
9009165500,9170165500,1655,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6514,20503,South Central North,62,Hamden
9003514400,9110514400,5144,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9015902200,9150902200,9022,Eastford,901521860,915021860,Windham,9015,Northeastern Connecticut Planning Region,9150,6242,20204,Northeastern Planning Region & Stafford Town,39,Eastford
9007541100,9130541100,5411,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9007541500,9130541500,5415,Middletown,900747360,913047360,Middlesex,9007,Lower Connecticut River Valley Planning Region,9130,6457,20400,Lower Connecticut River Valley,83,Middletown
9015800300,9180800300,8003,Windham,901586790,918086790,Windham,9015,Southeastern Connecticut Planning Region,9180,6226,20302,Inland Southeastern,163,Windham
9015902500,9150902500,9025,Pomfret,901561030,915061030,Windham,9015,Northeastern Connecticut Planning Region,9150,6259,20204,Northeastern Planning Region & Stafford Town,112,Pomfret
9015904500,9150904500,9045,Killingly,901540500,915040500,Windham,9015,Northeastern Connecticut Planning Region,9150,6239,20204,Northeastern Planning Region & Stafford Town,69,Killingly
9015800400,9180800400,8004,Windham,901586790,918086790,Windham,9015,Southeastern Connecticut Planning Region,9180,6226,20302,Inland Southeastern,163,Windham
9015800600,9180800600,8006,Windham,901586790,918086790,Windham,9015,Southeastern Connecticut Planning Region,9180,6226,20302,Inland Southeastern,163,Windham
9015907100,9150907100,9071,Plainfield,901559980,915059980,Windham,9015,Northeastern Connecticut Planning Region,9150,6374,20204,Northeastern Planning Region & Stafford Town,109,Plainfield
9015900100,9150900100,9001,Thompson,901575870,915075870,Windham,9015,Northeastern Connecticut Planning Region,9150,6277,20204,Northeastern Planning Region & Stafford Town,141,Thompson
9015830100,9150830100,8301,Ashford,901501430,915001430,Windham,9015,Northeastern Connecticut Planning Region,9150,6278,20204,Northeastern Planning Region & Stafford Town,219,Region 19
9001230502,9190230502,2305.02,Newtown,900152980,919052980,Fairfield,9001,Western Connecticut Planning Region,9190,6482,20804,Western North,97,Newtown
9001230501,9190230501,2305.01,Newtown,900152980,919052980,Fairfield,9001,Western Connecticut Planning Region,9190,6482,20804,Western North,97,Newtown
9003514500,9110514500,5145,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003514600,9110514600,5146,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003514700,9110514700,5147,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003514800,9110514800,5148,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003514900,9110514900,5149,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6042,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003515000,9110515000,5150,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003515200,9110515200,5152,Manchester,900344700,911044700,Hartford,9003,Capitol Planning Region,9110,6040,20205,"East Hartford, Manchester & Vernon Towns",77,Manchester
9003500500,9110500500,5005,Hartford,900337070,911037070,Hartford,9003,Capitol Planning Region,9110,6106,20201,Hartford Town,64,Hartford
9003520201,9110520201,5202.01,Glastonbury,900331240,911031240,Hartford,9003,Capitol Planning Region,9110,6033,20206,"Glastonbury, Wethersfield, Rocky Hill & Newington Towns",54,Glastonbury
9013533103,9110533103,5331.03,Tolland,901376290,911076290,Tolland,9013,Capitol Planning Region,9110,6084,20203,Capitol East,142,Tolland
9013533104,9110533104,5331.04,Tolland,901376290,911076290,Tolland,9013,Capitol Planning Region,9110,6084,20203,Capitol East,142,Tolland
9013535102,9110535102,5351.02,Ellington,901325360,911025360,Tolland,9013,Capitol Planning Region,9110,6029,20203,Capitol East,48,Ellington
9013535101,9110535101,5351.01,Ellington,901325360,911025360,Tolland,9013,Capitol Planning Region,9110,6029,20203,Capitol East,48,Ellington
9009184101,9170184101,1841.01,Branford,900907310,917007310,New Haven,9009,South Central Connecticut Planning Region,9170,6405,20504,South Central East,14,Branford
9009167101,9170167101,1671.01,North Haven,900954870,917054870,New Haven,9009,South Central Connecticut Planning Region,9170,6473,20504,South Central East,101,North Haven
9009180101,9170180101,1801.01,East Haven,900922910,917022910,New Haven,9009,South Central Connecticut Planning Region,9170,6512,20504,South Central East,44,East Haven
9009350101,9140350101,3501.01,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6702,20601,Waterbury Town,151,Waterbury
9009166003,9170166003,1660.03,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6518,20503,South Central North,62,Hamden
9009142605,9170142605,1426.05,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6513,20501,New Haven Town,93,New Haven
9009175502,9170175502,1755.02,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
9009180102,9170180102,1801.02,East Haven,900922910,917022910,New Haven,9009,South Central Connecticut Planning Region,9170,6512,20504,South Central East,44,East Haven
9009130202,9140130202,1302.02,Seymour,900967610,914067610,New Haven,9009,Naugatuck Valley Planning Region,9140,6483,20603,Naugatuck Valley South,124,Seymour
9009140102,9170140102,1401.02,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6511,20501,New Haven Town,93,New Haven
9009141301,9170141301,1413.01,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6515,20501,New Haven Town,93,New Haven
9009167102,9170167102,1671.02,North Haven,900954870,917054870,New Haven,9009,South Central Connecticut Planning Region,9170,6473,20504,South Central East,101,North Haven
9009166004,9170166004,1660.04,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6518,20503,South Central North,62,Hamden
9009154102,9170154102,1541.02,West Haven,900982870,917082870,New Haven,9009,South Central Connecticut Planning Region,9170,6516,20502,South Central West,156,West Haven
9009171202,9170171202,1712.02,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009167301,9170167301,1673.01,North Haven,900954870,917054870,New Haven,9009,South Central Connecticut Planning Region,9170,6473,20504,South Central East,101,North Haven
9009175501,9170175501,1755.01,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
9009194101,9170194101,1941.01,Madison,900944560,917044560,New Haven,9009,South Central Connecticut Planning Region,9170,6443,20504,South Central East,76,Madison
9009154101,9170154101,1541.01,West Haven,900982870,917082870,New Haven,9009,South Central Connecticut Planning Region,9170,6516,20502,South Central West,156,West Haven
9009194102,9170194102,1941.02,Madison,900944560,917044560,New Haven,9009,South Central Connecticut Planning Region,9170,6443,20504,South Central East,76,Madison
9009171201,9170171201,1712.01,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009130201,9140130201,1302.01,Seymour,900967610,914067610,New Haven,9009,Naugatuck Valley Planning Region,9140,6483,20603,Naugatuck Valley South,124,Seymour
9009140101,9170140101,1401.01,New Haven,900952070,917052070,New Haven,9009,South Central Connecticut Planning Region,9170,6510,20501,New Haven Town,93,New Haven
9009351601,9140351601,3516.01,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6708,20601,Waterbury Town,151,Waterbury
9009351500,9140351500,3515,Waterbury,900980070,914080070,New Haven,9009,Naugatuck Valley Planning Region,9140,6706,20601,Waterbury Town,151,Waterbury
9009150300,9170150300,1503,Milford,900947535,917047535,New Haven,9009,South Central Connecticut Planning Region,9170,6460,20502,South Central West,84,Milford
9009150600,9170150600,1506,Milford,900947535,917047535,New Haven,9009,South Central Connecticut Planning Region,9170,6461,20502,South Central West,84,Milford
9009165200,9170165200,1652,Hamden,900935650,917035650,New Haven,9009,South Central Connecticut Planning Region,9170,6517,20503,South Central North,62,Hamden
9009171300,9170171300,1713,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009171400,9170171400,1714,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009171500,9170171500,1715,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009171600,9170171600,1716,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6451,20503,South Central North,80,Meriden
9011696300,9180696300,6963,Norwich,901156270,918056270,New London,9011,Southeastern Connecticut Planning Region,9180,6360,20302,Inland Southeastern,104,Norwich
9011702100,9180702100,7021,Groton,901134250,918034250,New London,9011,Southeastern Connecticut Planning Region,9180,6355,20301,Shoreline Southeastern,59,Groton
9009171700,9170171700,1717,Meriden,900946520,917046520,New Haven,9009,South Central Connecticut Planning Region,9170,6450,20503,South Central North,80,Meriden
9009175100,9170175100,1751,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
9009175200,9170175200,1752,Wallingford,900978740,917078740,New Haven,9009,South Central Connecticut Planning Region,9170,6492,20503,South Central North,148,Wallingford
